"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","geobacillus_cnambio1","Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465","Geobacillus_thermodenitrificans_KCTC3902","Geobacillus_thermodenitrificans_K1041","Geobacillus_thermodenitrificans_ID-1","Geobacillus_thermodenitrificans_OS27","Geobacillus_thermodenitrificans_NG80-2","Geobacillus_thermodenitrificans_JSC_T9a","Geobacillus_thermodenitrificans_T12"
"KGENGAEB_02400","persistent","Lactate utilization protein C","8","8","1.0","NA","NA","","","","722","722","722.0","","KGENGAEB_02400","IJIGFOAD_01398","AHOIKHHK_01753","FDKLAMFJ_01632","HLMLLCKC_00812","MEBKDNAM_00408","NCBEONCI_02661","FLBMOKII_00467"
"KGENGAEB_02636","cloud","Protein MbtH","5","5","1.0","NA","NA","","","","206","206","206.0","","KGENGAEB_02636","IJIGFOAD_01637","","FDKLAMFJ_01875","","","NCBEONCI_03498","FLBMOKII_00207"
"KGENGAEB_02707","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","521","521","521.0","","KGENGAEB_02707","IJIGFOAD_01494","AHOIKHHK_01968","FDKLAMFJ_01726","HLMLLCKC_01566","MEBKDNAM_00325","NCBEONCI_02749","FLBMOKII_00365"
"KGENGAEB_02997","persistent","Putative peroxiredoxin bcp","8","8","1.0","NA","NA","","","","476","476","476.0","","KGENGAEB_02997","IJIGFOAD_01274","AHOIKHHK_03278","FDKLAMFJ_01473","HLMLLCKC_02669","MEBKDNAM_00533","NCBEONCI_01516","FLBMOKII_00623"
"KGENGAEB_03391","cloud","hypothetical protein","3","5","1.67","NA","NA","","","","608","608","608.0","","KGENGAEB_03391" "KGENGAEB_03393","IJIGFOAD_02330" "IJIGFOAD_02927","AHOIKHHK_03500","","","","",""
"IJIGFOAD_00153","cloud","N-carbamoyl-L-amino-acid hydrolase","3","3","1.0","NA","NA","","","","788","1235","1086.0","","KGENGAEB_02024","IJIGFOAD_00153","","","","","NCBEONCI_02252",""
"KGENGAEB_01747","persistent","Phosphoglucomutase","8","13","1.62","NA","NA","","","","134","1757","1618.77","","KGENGAEB_02327" "KGENGAEB_01747","IJIGFOAD_02007" "IJIGFOAD_01226","AHOIKHHK_00450","FDKLAMFJ_01424","HLMLLCKC_03365" "HLMLLCKC_00141" "HLMLLCKC_00008","MEBKDNAM_00581","NCBEONCI_01478","FLBMOKII_03444" "FLBMOKII_00674"
"KGENGAEB_03328","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","170","170","170.0","","KGENGAEB_03328","IJIGFOAD_02290","","","","","",""
"AHOIKHHK_02920","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","272","272","272.0","","","","AHOIKHHK_02920","FDKLAMFJ_03468","","","",""
"AHOIKHHK_03311","persistent","Mannitol-1-phosphate 5-dehydrogenase","8","8","1.0","NA","NA","","","","1157","1163","1158.5","","KGENGAEB_02930","IJIGFOAD_03435","AHOIKHHK_03311","FDKLAMFJ_00038","HLMLLCKC_03408","MEBKDNAM_01943","NCBEONCI_02521","FLBMOKII_02077"
"AHOIKHHK_03505","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","320","320","320.0","","","","AHOIKHHK_03505","","","","",""
"FDKLAMFJ_00296","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","269","269","269.0","","","","","FDKLAMFJ_00296","","","",""
"FDKLAMFJ_01730","cloud","CRISPR-associated endonuclease Cas9","2","2","1.0","NA","NA","","","","3248","3248","3248.0","","","","","FDKLAMFJ_01730","","","","FLBMOKII_00353"
"NCBEONCI_02560","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","194","194","194.0","","","","","","","","NCBEONCI_02560",""
"NCBEONCI_02852","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","2333","2333","2333.0","","","","","","","","NCBEONCI_02852","FLBMOKII_03395"
"FLBMOKII_00779","cloud","Acetoin dehydrogenase operon transcriptional activator AcoR","3","3","1.0","NA","NA","","","","1931","1931","1931.0","","","","","","","MEBKDNAM_00686","NCBEONCI_01372","FLBMOKII_00779"
"FLBMOKII_02040","cloud","Trehalose transport system permease protein SugA","1","1","1.0","NA","NA","","","","944","944","944.0","","","","","","","","","FLBMOKII_02040"
"IJIGFOAD_02897","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","146","146","146.0","","KGENGAEB_03351","IJIGFOAD_02897","","","","","",""
"AHOIKHHK_00351","shell","IS21 family transposase ISKol3","3","3","1.0","NA","NA","","","","644","752","716.0","","","","AHOIKHHK_00351","FDKLAMFJ_01554","","","","FLBMOKII_02171"
"AHOIKHHK_01733","cloud","Oligosaccharides import ATP-binding protein MsmX","2","2","1.0","NA","NA","","","","1103","1103","1103.0","","","","AHOIKHHK_01733","FDKLAMFJ_03666","","","",""
"AHOIKHHK_01903","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","212","212","212.0","","","","AHOIKHHK_01903","FDKLAMFJ_03513","","","",""
"FDKLAMFJ_03744","cloud","hypothetical protein","2","2","1.0","NA","NA","","","","608","608","608.0","","","","","FDKLAMFJ_03744","","","","FLBMOKII_03670"
"FDKLAMFJ_03776","shell","Serine/threonine-protein kinase PknD","5","6","1.2","NA","NA","","","","317","1151","816.0","","","","AHOIKHHK_03603","FDKLAMFJ_03776" "FDKLAMFJ_01483","HLMLLCKC_02889","MEBKDNAM_03647","","FLBMOKII_00615"
"HLMLLCKC_02748","cloud","putative sugar transferase EpsL","5","5","1.0","NA","NA","","","","674","674","674.0","","KGENGAEB_01738","IJIGFOAD_01998","","","HLMLLCKC_02748","MEBKDNAM_03411","","FLBMOKII_03459"
"AHOIKHHK_00876","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","194","233","223.25","","KGENGAEB_00184","IJIGFOAD_00798","AHOIKHHK_00876","FDKLAMFJ_00948","HLMLLCKC_01817","MEBKDNAM_01038","NCBEONCI_01055","FLBMOKII_01146"
"AHOIKHHK_01132","cloud","RNA polymerase-associated protein RapA","3","3","1.0","NA","NA","","","","2624","2624","2624.0","","","","AHOIKHHK_01132","FDKLAMFJ_00610","","MEBKDNAM_01354","",""
"AHOIKHHK_01175","persistent","Processive diacylglycerol beta-glucosyltransferase","8","8","1.0","NA","NA","","","","1145","1145","1145.0","","KGENGAEB_02591","IJIGFOAD_01592","AHOIKHHK_01175","FDKLAMFJ_01830","HLMLLCKC_01304","MEBKDNAM_00224","NCBEONCI_03453","FLBMOKII_00252"
"AHOIKHHK_01239","persistent","putative multidrug resistance ABC transporter ATP-binding/permease protein YheH","8","8","1.0","NA","NA","","","","1778","1778","1778.0","","KGENGAEB_00416","IJIGFOAD_00566","AHOIKHHK_01239","FDKLAMFJ_00707","HLMLLCKC_03029","MEBKDNAM_01272","NCBEONCI_00823","FLBMOKII_01378"
"AHOIKHHK_01318","persistent","hypothetical protein","8","9","1.12","NA","NA","","","","515","1106","976.67","","KGENGAEB_02183","IJIGFOAD_02105","AHOIKHHK_01318","FDKLAMFJ_02363","HLMLLCKC_02379" "HLMLLCKC_02464","MEBKDNAM_03277","NCBEONCI_02939","FLBMOKII_03307"
"AHOIKHHK_01383","persistent","hypothetical protein","8","10","1.25","NA","NA","","","","257","779","606.5","","KGENGAEB_02767","IJIGFOAD_03297","AHOIKHHK_01383","FDKLAMFJ_03582" "FDKLAMFJ_03581","HLMLLCKC_02903","MEBKDNAM_02105" "MEBKDNAM_02104","NCBEONCI_03369","FLBMOKII_02215"
"AHOIKHHK_01479","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","959","959","959.0","","KGENGAEB_00532","IJIGFOAD_02509","AHOIKHHK_01479","FDKLAMFJ_02757","HLMLLCKC_00456","MEBKDNAM_02864","NCBEONCI_00693","FLBMOKII_02948"
"AHOIKHHK_01511","persistent","Catabolite control protein A","8","8","1.0","NA","NA","","","","995","995","995.0","","KGENGAEB_00564","IJIGFOAD_02541","AHOIKHHK_01511","FDKLAMFJ_02789","HLMLLCKC_00488","MEBKDNAM_02832","NCBEONCI_00661","FLBMOKII_02916"
"AHOIKHHK_01543","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","188","188","188.0","","KGENGAEB_01104","IJIGFOAD_00353","AHOIKHHK_01543","FDKLAMFJ_00475","HLMLLCKC_01038","MEBKDNAM_01483","NCBEONCI_02051","FLBMOKII_01597"
"AHOIKHHK_01607","persistent","Spore germination protein XA","8","8","1.0","NA","NA","","","","1535","1535","1535.0","","KGENGAEB_01041","IJIGFOAD_00290","AHOIKHHK_01607","FDKLAMFJ_00411","HLMLLCKC_00974","MEBKDNAM_01547","NCBEONCI_02115","FLBMOKII_01661"
"AHOIKHHK_01642","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","830","830","830.0","","KGENGAEB_01007","IJIGFOAD_00255","AHOIKHHK_01642","FDKLAMFJ_00376","HLMLLCKC_00939","MEBKDNAM_01581","NCBEONCI_02150","FLBMOKII_01696"
"AHOIKHHK_01674","persistent","1%2C2-epoxyphenylacetyl-CoA isomerase","8","8","1.0","NA","NA","","","","779","779","779.0","","KGENGAEB_00973","IJIGFOAD_00221","AHOIKHHK_01674","FDKLAMFJ_00344","HLMLLCKC_00906","MEBKDNAM_01614","NCBEONCI_02183","FLBMOKII_01729"
"AHOIKHHK_01802","persistent","DNA gyrase subunit B","8","16","2.0","NA","NA","","","","1922","2069","1937.75","","KGENGAEB_01995" "KGENGAEB_01560","IJIGFOAD_00124" "IJIGFOAD_01820","AHOIKHHK_01802" "AHOIKHHK_01412","FDKLAMFJ_00253" "FDKLAMFJ_02063","HLMLLCKC_03183" "HLMLLCKC_01594","MEBKDNAM_00005" "MEBKDNAM_01738","NCBEONCI_03102" "NCBEONCI_02311","FLBMOKII_00005" "FLBMOKII_01829"
"AHOIKHHK_01908","cloud","Phage-like element PBSX protein XkdG","4","4","1.0","NA","NA","","","","917","917","917.0","","","","AHOIKHHK_01908","FDKLAMFJ_03508","","MEBKDNAM_02946","NCBEONCI_01757",""
"AHOIKHHK_01940","persistent","Fumarate hydratase class II","8","8","1.0","NA","NA","","","","1370","1370","1370.0","","KGENGAEB_03198","IJIGFOAD_01550","AHOIKHHK_01940","FDKLAMFJ_01788","HLMLLCKC_02100","MEBKDNAM_00266","NCBEONCI_01790","FLBMOKII_00295"
"AHOIKHHK_01972","persistent","hypothetical protein","7","7","1.0","NA","NA","","","","746","746","746.0","","KGENGAEB_02703","IJIGFOAD_01498","AHOIKHHK_01972","FDKLAMFJ_01733","HLMLLCKC_01562","MEBKDNAM_00321","","FLBMOKII_00350"
"AHOIKHHK_02004","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","395","395","395.0","","KGENGAEB_01169","IJIGFOAD_00418","AHOIKHHK_02004","FDKLAMFJ_00540","HLMLLCKC_01102","MEBKDNAM_01419","NCBEONCI_01986","FLBMOKII_01530"
"AHOIKHHK_02068","persistent","Minor cardiolipin synthase ClsB","8","8","1.0","NA","NA","","","","1190","1190","1190.0","","KGENGAEB_01658","IJIGFOAD_01918","AHOIKHHK_02068","FDKLAMFJ_02162","HLMLLCKC_02829","MEBKDNAM_03492","NCBEONCI_03004","FLBMOKII_03536"
"AHOIKHHK_02100","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","368","368","368.0","","KGENGAEB_01690","IJIGFOAD_01950","AHOIKHHK_02100","FDKLAMFJ_02194","HLMLLCKC_02797","MEBKDNAM_03459","NCBEONCI_02972","FLBMOKII_03504"
"AHOIKHHK_02229","persistent","Ribosomal RNA small subunit methyltransferase F","8","8","1.0","NA","NA","","","","1364","1364","1364.0","","KGENGAEB_01974","IJIGFOAD_00103","AHOIKHHK_02229","FDKLAMFJ_00232","HLMLLCKC_03157","MEBKDNAM_01759","NCBEONCI_02332","FLBMOKII_01852"
"AHOIKHHK_02332","persistent","hypothetical protein","8","9","1.12","NA","NA","","","","854","854","854.0","","KGENGAEB_01902","IJIGFOAD_00031" "IJIGFOAD_03541","AHOIKHHK_02332","FDKLAMFJ_00145","HLMLLCKC_00738","MEBKDNAM_01843","NCBEONCI_02420","FLBMOKII_01942"
"AHOIKHHK_02428","persistent","UTP--glucose-1-phosphate uridylyltransferase","8","8","1.0","NA","NA","","","","1043","1043","1043.0","","KGENGAEB_02431","IJIGFOAD_01429","AHOIKHHK_02428","FDKLAMFJ_01663","HLMLLCKC_02139","MEBKDNAM_00377","NCBEONCI_02692","FLBMOKII_00436"
"AHOIKHHK_02460","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1232","1232","1232.0","","KGENGAEB_03129","IJIGFOAD_01787","AHOIKHHK_02460","FDKLAMFJ_02029","HLMLLCKC_01946","MEBKDNAM_00039","NCBEONCI_01655","FLBMOKII_00041"
"AHOIKHHK_02492","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","170","170","170.0","","KGENGAEB_01284","IJIGFOAD_03228","AHOIKHHK_02492","FDKLAMFJ_03431","HLMLLCKC_00509","MEBKDNAM_02217","NCBEONCI_00024","FLBMOKII_02291"
"AHOIKHHK_02524","persistent","Vitamin B12 import ATP-binding protein BtuD","8","8","1.0","NA","NA","","","","755","755","755.0","","KGENGAEB_00872","IJIGFOAD_02849","AHOIKHHK_02524","FDKLAMFJ_03131","HLMLLCKC_01375","MEBKDNAM_02526","NCBEONCI_00354","FLBMOKII_02590"
"AHOIKHHK_02556","persistent","Chaperone protein DnaJ","8","8","1.0","NA","NA","","","","1145","1145","1145.0","","KGENGAEB_00840","IJIGFOAD_02817","AHOIKHHK_02556","FDKLAMFJ_03099","HLMLLCKC_02175","MEBKDNAM_02558","NCBEONCI_00386","FLBMOKII_02624"
"AHOIKHHK_02588","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","245","245","245.0","","KGENGAEB_00808","IJIGFOAD_02785","AHOIKHHK_02588","FDKLAMFJ_03065","HLMLLCKC_02207","MEBKDNAM_02590","NCBEONCI_00418","FLBMOKII_02656"
"AHOIKHHK_02671","persistent","ATP-dependent Clp protease ATP-binding subunit ClpE","8","16","2.0","NA","NA","","","","2135","2435","2285.0","","KGENGAEB_00082" "KGENGAEB_03068","IJIGFOAD_00900" "IJIGFOAD_01731","AHOIKHHK_02671" "AHOIKHHK_00732","FDKLAMFJ_01973" "FDKLAMFJ_01072","HLMLLCKC_02163" "HLMLLCKC_01688","MEBKDNAM_00095" "MEBKDNAM_00937","NCBEONCI_01154" "NCBEONCI_01640","FLBMOKII_01021" "FLBMOKII_00099"
"AHOIKHHK_02832","persistent","Ribulose-phosphate 3-epimerase","8","8","1.0","NA","NA","","","","656","656","656.0","","KGENGAEB_00259","IJIGFOAD_00723","AHOIKHHK_02832","FDKLAMFJ_00863","HLMLLCKC_01742","MEBKDNAM_01113","NCBEONCI_00980","FLBMOKII_01222"
"AHOIKHHK_02864","persistent","DNA topoisomerase 1","8","8","1.0","NA","NA","","","","2075","2075","2075.0","","KGENGAEB_00291","IJIGFOAD_00691","AHOIKHHK_02864","FDKLAMFJ_00831","HLMLLCKC_01710","MEBKDNAM_01146","NCBEONCI_00947","FLBMOKII_01254"
"AHOIKHHK_02896","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","347","347","347.0","","KGENGAEB_03277","IJIGFOAD_01341","AHOIKHHK_02896","FDKLAMFJ_01560","HLMLLCKC_02394","MEBKDNAM_00466","NCBEONCI_01856","FLBMOKII_00533"
"AHOIKHHK_02932","cloud","hypothetical protein","3","3","1.0","NA","NA","","","","122","122","122.0","","","","AHOIKHHK_02932","FDKLAMFJ_03480","","MEBKDNAM_02975","",""
"AHOIKHHK_02964","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","443","443","443.0","","KGENGAEB_01252","IJIGFOAD_00501","AHOIKHHK_02964","FDKLAMFJ_00632","HLMLLCKC_01200","MEBKDNAM_01334","NCBEONCI_01881","FLBMOKII_01446"
"AHOIKHHK_03035","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1487","1487","1487.0","","KGENGAEB_00001","IJIGFOAD_00981","AHOIKHHK_03035","FDKLAMFJ_01157","HLMLLCKC_01980","MEBKDNAM_00852","NCBEONCI_01232","FLBMOKII_00935"
"AHOIKHHK_03163","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","443","443","443.0","","","","AHOIKHHK_03163","","","","",""
"AHOIKHHK_03291","persistent","D-serine dehydratase","8","8","1.0","NA","NA","","","","1364","1379","1369.62","","KGENGAEB_01813","IJIGFOAD_03447","AHOIKHHK_03291","FDKLAMFJ_00058","HLMLLCKC_03382","MEBKDNAM_01932","NCBEONCI_02509","FLBMOKII_02066"
"AHOIKHHK_03355","cloud","putative sugar transferase EpsL","1","1","1.0","NA","NA","","","","614","614","614.0","","","","AHOIKHHK_03355","","","","",""
"AHOIKHHK_03387","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","128","128","128.0","","KGENGAEB_01203","IJIGFOAD_00452","AHOIKHHK_03387","FDKLAMFJ_00576","HLMLLCKC_01136","MEBKDNAM_01385","NCBEONCI_01930","FLBMOKII_01495"
"AHOIKHHK_03580","shell","hypothetical protein","3","4","1.33","NA","NA","","","","158","158","158.0","","","","AHOIKHHK_03580","","HLMLLCKC_03362" "HLMLLCKC_03360","","","FLBMOKII_00189"
"FDKLAMFJ_00010","persistent","putative protein","8","9","1.12","NA","NA","","","","914","914","914.0","","KGENGAEB_02903","IJIGFOAD_03408","AHOIKHHK_03339","FDKLAMFJ_03703" "FDKLAMFJ_00010","HLMLLCKC_03435","MEBKDNAM_01972","NCBEONCI_01808","FLBMOKII_02105"
"FDKLAMFJ_00042","shell","hypothetical protein","3","3","1.0","NA","NA","","","","1397","1397","1397.0","","","","AHOIKHHK_03307","FDKLAMFJ_00042","HLMLLCKC_03398","","",""
"FDKLAMFJ_00106","persistent","hypothetical protein","7","7","1.0","NA","NA","","","","1322","1322","1322.0","","KGENGAEB_01863","IJIGFOAD_03497","AHOIKHHK_01428","FDKLAMFJ_00106","","MEBKDNAM_01882","NCBEONCI_02459","FLBMOKII_01982"
"FDKLAMFJ_00138","persistent","PTS system oligo-beta-mannoside-specific EIIB component","8","16","2.0","NA","NA","","","","302","311","306.5","","KGENGAEB_01895" "KGENGAEB_00424","IJIGFOAD_00558" "IJIGFOAD_00024","AHOIKHHK_02339" "AHOIKHHK_03443","FDKLAMFJ_00138" "FDKLAMFJ_00699","HLMLLCKC_00745" "HLMLLCKC_03037","MEBKDNAM_01850" "MEBKDNAM_01280","NCBEONCI_00815" "NCBEONCI_02427","FLBMOKII_01949" "FLBMOKII_01386"
"FDKLAMFJ_00170","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","251","251","251.0","","KGENGAEB_01928","IJIGFOAD_00057","AHOIKHHK_02167","FDKLAMFJ_00170","HLMLLCKC_03096","MEBKDNAM_01819","NCBEONCI_02395","FLBMOKII_01914"
"FDKLAMFJ_00203","shell","Cobalt-precorrin-2 C(20)-methyltransferase","6","6","1.0","NA","NA","","","","701","701","701.0","","","","AHOIKHHK_02203","FDKLAMFJ_00203","HLMLLCKC_03130","MEBKDNAM_01786","NCBEONCI_02359","FLBMOKII_01881"
"FDKLAMFJ_00235","persistent","Peptidase T","8","8","1.0","NA","NA","","","","1235","1235","1235.0","","KGENGAEB_01977","IJIGFOAD_00106","AHOIKHHK_02232","FDKLAMFJ_00235","HLMLLCKC_03160","MEBKDNAM_01756","NCBEONCI_02329","FLBMOKII_01847"
"FDKLAMFJ_00274","shell","hypothetical protein","5","5","1.0","NA","NA","","","","788","788","788.0","","","","AHOIKHHK_01391","FDKLAMFJ_00274","HLMLLCKC_03204","MEBKDNAM_01717","","FLBMOKII_01807"
"FDKLAMFJ_00306","persistent","tRNA U34 carboxymethyltransferase","8","8","1.0","NA","NA","","","","608","608","608.0","","KGENGAEB_00937","IJIGFOAD_00185","AHOIKHHK_01787","FDKLAMFJ_00306","HLMLLCKC_00869","MEBKDNAM_01653","NCBEONCI_02220","FLBMOKII_01771"
"FDKLAMFJ_00338","persistent","Copper-sensing transcriptional repressor CsoR","8","9","1.12","NA","NA","","","","317","317","317.0","","KGENGAEB_00967","IJIGFOAD_00215","AHOIKHHK_01680","FDKLAMFJ_00338","HLMLLCKC_00900","MEBKDNAM_01620" "MEBKDNAM_01706","NCBEONCI_02189","FLBMOKII_01735"
"FDKLAMFJ_00370","persistent","Caffeyl-CoA reductase-Etf complex subunit CarC","8","8","1.0","NA","NA","","","","1178","1259","1248.88","","KGENGAEB_01001","IJIGFOAD_00249","AHOIKHHK_01648","FDKLAMFJ_00370","HLMLLCKC_00933","MEBKDNAM_01587","NCBEONCI_02156","FLBMOKII_01702"
"FDKLAMFJ_00405","persistent","Spore germination protein B3","8","8","1.0","NA","NA","","","","1196","1196","1196.0","","KGENGAEB_01035","IJIGFOAD_00284","AHOIKHHK_01613","FDKLAMFJ_00405","HLMLLCKC_00968","MEBKDNAM_01553","NCBEONCI_02121","FLBMOKII_01668"
"FDKLAMFJ_00437","persistent","Adaptive-response sensory-kinase SasA","8","8","1.0","NA","NA","","","","1262","1262","1262.0","","KGENGAEB_01067","IJIGFOAD_00316","AHOIKHHK_01581","FDKLAMFJ_00437","HLMLLCKC_01000","MEBKDNAM_01521","NCBEONCI_02089","FLBMOKII_01635"
"FDKLAMFJ_00469","persistent","Small%2C acid-soluble spore protein N","8","8","1.0","NA","NA","","","","146","146","146.0","","KGENGAEB_01098","IJIGFOAD_00347","AHOIKHHK_01549","FDKLAMFJ_00469","HLMLLCKC_01032","MEBKDNAM_01489","NCBEONCI_02057","FLBMOKII_01603"
"FDKLAMFJ_00501","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1322","1322","1322.0","","KGENGAEB_01130","IJIGFOAD_00379","AHOIKHHK_01517","FDKLAMFJ_00501","HLMLLCKC_01063","MEBKDNAM_01457","NCBEONCI_02025","FLBMOKII_01569"
"FDKLAMFJ_00533","persistent","HTH-type transcriptional regulator KipR","8","8","1.0","NA","NA","","","","749","749","749.0","","KGENGAEB_01162","IJIGFOAD_00411","AHOIKHHK_02296","FDKLAMFJ_00533","HLMLLCKC_01095","MEBKDNAM_01426","NCBEONCI_01993","FLBMOKII_01537"
"FLBMOKII_03420","cloud","dCTP deaminase%2C dUMP-forming","1","1","1.0","NA","NA","","","","608","608","608.0","","","","","","","","","FLBMOKII_03420"
"FLBMOKII_03452","cloud","D-inositol-3-phosphate glycosyltransferase","1","1","1.0","NA","NA","","","","1235","1235","1235.0","","","","","","","","","FLBMOKII_03452"
"FLBMOKII_03484","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","242","242","242.0","","KGENGAEB_01710","IJIGFOAD_01970","AHOIKHHK_02120","FDKLAMFJ_02214","HLMLLCKC_02777","MEBKDNAM_03439","NCBEONCI_02807","FLBMOKII_03484"
"FLBMOKII_03516","persistent","Peptide chain release factor 1","8","8","1.0","NA","NA","","","","1076","1076","1076.0","","KGENGAEB_01678","IJIGFOAD_01938","AHOIKHHK_02088","FDKLAMFJ_02182","HLMLLCKC_02809","MEBKDNAM_03471","NCBEONCI_02984","FLBMOKII_03516"
"FLBMOKII_03548","persistent","2-hydroxymuconate tautomerase","8","8","1.0","NA","NA","","","","188","188","188.0","","KGENGAEB_01648","IJIGFOAD_01908","AHOIKHHK_02058","FDKLAMFJ_02152","HLMLLCKC_02839","MEBKDNAM_03502","NCBEONCI_03014","FLBMOKII_03548"
"FLBMOKII_03580","persistent","High-affinity proline transporter PutP","8","8","1.0","NA","NA","","","","1457","1457","1457.0","","KGENGAEB_01617","IJIGFOAD_01877","AHOIKHHK_02027","FDKLAMFJ_02120","HLMLLCKC_02871","MEBKDNAM_03534","NCBEONCI_03046","FLBMOKII_03580"
"FLBMOKII_03644","persistent","Small-conductance mechanosensitive channel","8","8","1.0","NA","NA","","","","899","911","903.5","","KGENGAEB_01577","IJIGFOAD_01837","AHOIKHHK_01819","FDKLAMFJ_02080","HLMLLCKC_01610","MEBKDNAM_03580","NCBEONCI_03086","FLBMOKII_03644"
"FLBMOKII_03740","cloud","Ribose operon repressor","1","1","1.0","NA","NA","","","","974","974","974.0","","","","","","","","","FLBMOKII_03740"
"HKDCCJOG_00005","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","611","611","611.0","HKDCCJOG_00005","","","","","","","",""
"KGENGAEB_00055","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1772","1772","1772.0","","KGENGAEB_00055","IJIGFOAD_00927","AHOIKHHK_00224","FDKLAMFJ_01102","HLMLLCKC_01487","MEBKDNAM_00910","NCBEONCI_01181","FLBMOKII_00991"
"KGENGAEB_00247","persistent","Extracellular matrix regulatory protein A","8","8","1.0","NA","NA","","","","263","263","263.0","","KGENGAEB_00247","IJIGFOAD_00735","AHOIKHHK_02820","FDKLAMFJ_00875","HLMLLCKC_01754","MEBKDNAM_01101","NCBEONCI_00992","FLBMOKII_01210"
"KGENGAEB_00279","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","386","386","386.0","","KGENGAEB_00279","IJIGFOAD_00703","AHOIKHHK_02852","FDKLAMFJ_00843","HLMLLCKC_01722","MEBKDNAM_01134","NCBEONCI_00959","FLBMOKII_01242"
"KGENGAEB_00311","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1184","1184","1184.0","","KGENGAEB_00311","IJIGFOAD_00671","AHOIKHHK_02884","FDKLAMFJ_00811","HLMLLCKC_02925","MEBKDNAM_01166","NCBEONCI_00927","FLBMOKII_01274"
"KGENGAEB_00375","persistent","Protein RecA","8","8","1.0","NA","NA","","","","1040","1040","1040.0","","KGENGAEB_00375","IJIGFOAD_00607","AHOIKHHK_00580","FDKLAMFJ_00747","HLMLLCKC_02989","MEBKDNAM_01231","NCBEONCI_00863","FLBMOKII_01338"
"KGENGAEB_00439","persistent","hypothetical protein","7","7","1.0","NA","NA","","","","251","251","251.0","","KGENGAEB_00439","IJIGFOAD_00543","AHOIKHHK_02407","FDKLAMFJ_00682","HLMLLCKC_03052","","NCBEONCI_00800","FLBMOKII_01401"
"KGENGAEB_00705","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","770","770","770.0","","KGENGAEB_00705","IJIGFOAD_02682","AHOIKHHK_00073","FDKLAMFJ_02962","HLMLLCKC_02309","MEBKDNAM_02692","NCBEONCI_00520","FLBMOKII_02761"
"KGENGAEB_00737","persistent","Stage IV sporulation protein FB","8","8","1.0","NA","NA","","","","860","860","860.0","","KGENGAEB_00737","IJIGFOAD_02714","AHOIKHHK_00041","FDKLAMFJ_02994","HLMLLCKC_02277","MEBKDNAM_02660","NCBEONCI_00488","FLBMOKII_02729"
"KGENGAEB_00769","persistent","Adenine phosphoribosyltransferase","8","8","1.0","NA","NA","","","","512","512","512.0","","KGENGAEB_00769","IJIGFOAD_02746","AHOIKHHK_00009","FDKLAMFJ_03026","HLMLLCKC_02245","MEBKDNAM_02628","NCBEONCI_00456","FLBMOKII_02697"
"KGENGAEB_00929","persistent","IS1595 family transposase ISBsu3","8","8","1.0","NA","NA","","","","446","446","446.0","","KGENGAEB_00929","IJIGFOAD_00177","AHOIKHHK_01779","FDKLAMFJ_00298","HLMLLCKC_00861","MEBKDNAM_01661","NCBEONCI_02228","FLBMOKII_01781"
"KGENGAEB_00961","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1442","1445","1444.62","","KGENGAEB_00961","IJIGFOAD_00209","AHOIKHHK_01686","FDKLAMFJ_00332","HLMLLCKC_00894","MEBKDNAM_01626","NCBEONCI_02195","FLBMOKII_01741"
